업소명,소재지(도로명),소재지(지번),소재지전화
안동장터이모통닭,부산광역시 연제구 거제시장로14번길 38 (거제동),부산광역시 연제구 거제동 457번지 13호  ,051 -864 -3383
여우(YEOU),부산광역시 연제구 법원북로 45 (거제동),부산광역시 연제구 거제동 203번지 8호 조선빌딩 지하1층 , 051-506 -7476
원조시장손칼국수,부산광역시 연제구 거제시장로14번길 28 (거제동),부산광역시 연제구 거제동 486번지 1호  ,
다미정,부산광역시 연제구 해맞이로 89 (거제동),부산광역시 연제구 거제동 649번지 39호  , 051- 501-5050
단비네,부산광역시 연제구 월드컵대로111번길 6-16 (연산동),부산광역시 연제구 연산동 709번지 17호  ,
초가쌈밥,"부산광역시 연제구 법원북로 45 (거제동,조선빌딩 1층일부)",부산광역시 연제구 거제동 203번지 8호 조선빌딩 1층일부 , 051- 504-1492
미스터피자 연산점,"부산광역시 연제구 반송로 12 (연산동,(2층))",부산광역시 연제구 연산동 729번지 1호 (2층) , 051- 853-1577
삼겹파티,부산광역시 연제구 과정로 167 (연산동),부산광역시 연제구 연산동 418번지 27호  , 051- 754-9293
동키치킨,부산광역시 연제구 거제천로 258 (연산동),부산광역시 연제구 연산동 581번지 4호  ,051 -868 -9289
닭주세요,부산광역시 연제구 월드컵대로111번길 2 (연산동),부산광역시 연제구 연산동 709번지 19호  , 051- 863-5333
명품 해물 생아구찜,부산광역시 연제구 토곡로9번길 10 (연산동),부산광역시 연제구 연산동 70번지 10호  ,051 -867 -5325
북청밀면,부산광역시 연제구 월드컵대로10번길 16-1 (연산동),부산광역시 연제구 연산동 1924번지 1호  , 051- 851-2147
종가식당,부산광역시 연제구 과정로191번길 3 (연산동),부산광역시 연제구 연산동 418번지 15호  ,
코아,부산광역시 연제구 고분로13번길 70 (연산동),부산광역시 연제구 연산동 615번지 147호  ,051 -852 -0306
훌랄라숯불바베큐,부산광역시 연제구 연수로 125 (연산동),부산광역시 연제구 연산동 1967번지 3호  ,
나정순할매쭈꾸미,"부산광역시 연제구 월드컵대로 145 (연산동,1층)",부산광역시 연제구 연산동 1241번지 1호 1층 , 051- 865-0114
거제리 이모션,부산광역시 연제구 거제천로 137 (거제동),부산광역시 연제구 거제동 39번지 57호  ,
럭키문,부산광역시 연제구 중앙대로1124번길 18 (연산동),부산광역시 연제구 연산동 675번지 1호  , 051- 868-0919
기운센 갈비탕,부산광역시 연제구 토곡로 13 (연산동),부산광역시 연제구 연산동 70번지 2호  ,051 -753 -4971
영진인삼어탕국수,부산광역시 연제구 거제천로 35 (거제동),부산광역시 연제구 거제동 566번지 54호  , 051- 891-4215
해조,부산광역시 연제구 과정로191번길 16 (연산동),부산광역시 연제구 연산동 414번지 32호  , 051- 757-3137
청담동 대구뽈찜 아구찜,"부산광역시 연제구 월드컵대로120번길 12 (연산동,1층)",부산광역시 연제구 연산동 746번지 3호 1층 , 051- 866-8008
초원화덕갈비,부산광역시 연제구 월드컵대로188번길 12-2 (거제동),부산광역시 연제구 거제동 23번지 5호  ,
오케이목장,부산광역시 연제구 월드컵대로114번길 1 (연산동),부산광역시 연제구 연산동 746번지 12호  , 051- 863-3939
대구진 막창 껍데기,부산광역시 연제구 쌍미천로151번길 39 (연산동),부산광역시 연제구 연산동 631번지 16호  ,
장선생고래고기,부산광역시 연제구 중앙대로 1116-4 (연산동),부산광역시 연제구 연산동 726번지 15호  ,
연산본가해장국,부산광역시 연제구 월드컵대로 87 (연산동),부산광역시 연제구 연산동 717번지 18호  , 051- 863-6006
칠갑산 토종삼계탕 옻닭,부산광역시 연제구 마곡천로 6 (연산동),부산광역시 연제구 연산동 1939번지 7호  ,
왕돼지숯불갈비,부산광역시 연제구 금련로6번길 7 (연산동),부산광역시 연제구 연산동 1811번지 198호  , 051- 862-7892
진태가코다리 연산점,부산광역시 연제구 월드컵대로111번길 6-16 (연산동),부산광역시 연제구 연산동 709번지 17호  ,051 -868 -7692
바우네 나주곰탕 연산점,"부산광역시 연제구 반송로 13, 1층 (연산동)",부산광역시 연제구 연산동 723번지 19호  , 051- 868-0686
한국식당,"부산광역시 연제구 중앙대로1120번길 14-7 (연산동,3층일부)",부산광역시 연제구 연산동 723번지 15호 3층일부 ,
바보주막 연산점,"부산광역시 연제구 고분로 5-2 (연산동,1층일부)",부산광역시 연제구 연산동 729번지 7호 1층일부 , 051- 816-3752
육선당 참숯불갈비,부산광역시 연제구 반송로 50-15 (연산동),부산광역시 연제구 연산동 589번지 11호  ,051 -851 -8779
커플,부산광역시 연제구 과정로192번길 21 (연산동),부산광역시 연제구 연산동 396번지 44호  ,
토곡맛골,부산광역시 연제구 연안로 8 (연산동),부산광역시 연제구 연산동 463번지 3호  , 051- 757-8860
국제밀면 법조타운점,부산광역시 연제구 법원남로9번길 22-1 (거제동),부산광역시 연제구 거제동 1495번지 5호  , 051- 502-5517
정가네소양곱창,부산광역시 연제구 과정로 123 (연산동),부산광역시 연제구 연산동 490번지 3호  , 051- 753-5887
"황제해물탕,찜",부산광역시 연제구 반송로 26-1 (연산동),부산광역시 연제구 연산동 603번지 3호  ,051 -853 -1222
부산김밥,부산광역시 연제구 토곡로 40 (연산동),부산광역시 연제구 연산동 15번지 9호  , 051- 761-3332
거제점 굽네치킨,"부산광역시 연제구 온천천공원길 4 (거제동,벽산상가103호)",부산광역시 연제구 거제동 139번지 10호 벽산상가103호 , 051- 503-9289
정참치,"부산광역시 연제구 고분로13번길 81 (연산동,2층)",부산광역시 연제구 연산동 589번지 7호 2층 ,051 -867 -8237
봉구비어(연산2호점),부산광역시 연제구 세병로 6-1 (연산동),부산광역시 연제구 연산동 584번지 13호  , 051- 865-8131
고기센타,부산광역시 연제구 연수로 205 (연산동),부산광역시 연제구 연산동 2133번지 34호  , 051- 867-6288
할머니청국장,부산광역시 연제구 거제천로 151 (거제동),부산광역시 연제구 거제동 34번지 13호  , 051- 868-3318
청마루,"부산광역시 연제구 시청로31번길 20 (연산동,1,2층)","부산광역시 연제구 연산동 1507번지 5호 1,2층 ",051 -866 -8809
백가네밥상,부산광역시 연제구 고분로241번길 9 (연산동),부산광역시 연제구 연산동 477번지 41호  , 051- 759-1024
골목집양곱창,부산광역시 연제구 과정로 121-2 (연산동),부산광역시 연제구 연산동 490번지 24호  , 051- 752-4816
호호닭발,부산광역시 연제구 월드컵대로 159 (연산동),부산광역시 연제구 연산동 1143번지 8호  ,051 -851 -4787
대패1900,"부산광역시 연제구 고분로13번길 25 (연산동,한창정보타운 101호)",부산광역시 연제구 연산동 603번지 7호 한창정보타운 101호 ,051 -861 -5992
토곡점 굽네치킨,부산광역시 연제구 과정로132번길 50 (연산동),부산광역시 연제구 연산동 485번지 1호  , 051- 759-9279
노리펍,"부산광역시 연제구 고분로 15 (연산동,지하1층)",부산광역시 연제구 연산동 760번지 12호 지하1층 , 051- 863-6477
수희호프,부산광역시 연제구 토곡로 6 (연산동),부산광역시 연제구 연산동 479번지 18호  ,
언양숯불고기,"부산광역시 연제구 과정로 152 (연산동,외 2)",부산광역시 연제구 연산동 478번지 8호 외 2 , 051- 757-8001
오륙도 수제순대 연산점,"부산광역시 연제구 중앙대로 1116-5, 1층 (연산동)",부산광역시 연제구 연산동 724번지 5호  ,
삼천포식당,부산광역시 연제구 과정로191번다길 63 (연산동),부산광역시 연제구 연산동 413번지 16호  ,051 -864 -7053
사해,부산광역시 연제구 고분로31번길 32 (연산동),부산광역시 연제구 연산동 615번지 35호  ,051 -867 -0037
해운대 신 대구탕,"부산광역시 연제구 월드컵대로 146 (연산동,1층)",부산광역시 연제구 연산동 1127번지 5호 1층 , 051- 867-7611
동키치킨,부산광역시 연제구 쌍미천로 79 (연산동),부산광역시 연제구 연산동 658번지 1호  ,
놀러와,부산광역시 연제구 연수로 144-1 (연산동),부산광역시 연제구 연산동 1947번지 3호  ,051 -868 -9335
이디야,부산광역시 연제구 법원로32번길 9 (거제동),부산광역시 연제구 거제동 1487번지 3호  ,051 -502 -3690
큰엄마집,부산광역시 연제구 쌍미천로 11 (연산동),부산광역시 연제구 연산동 2135번지 3호  ,051 -752 -8819
남도횟집,부산광역시 연제구 연수로208번길 7 (연산동),부산광역시 연제구 연산동 1832번지 7호  ,051 -853 -9890
BHC치킨 연산토곡점,부산광역시 연제구 고분로 182 (연산동),부산광역시 연제구 연산동 410번지 35호  ,051 -753 -9201
연산 갈비탕,부산광역시 연제구 쌍미천로 83 (연산동),부산광역시 연제구 연산동 655번지 15호  ,051 -864 -5711
700beer,"부산광역시 연제구 월드컵대로145번길 20 (연산동,(1층))",부산광역시 연제구 연산동 1244번지 2호 (1층) , 051- 868-4636
시골돼지국밥,부산광역시 연제구 거제대로252번길 11 (거제동),부산광역시 연제구 거제동 17번지 22호  ,
꾸바꾸바 참숯불바베큐,부산광역시 연제구 토곡로 40 (연산동),부산광역시 연제구 연산동 15번지 9호  ,051 -758 -9218
씬짜오 베트남,부산광역시 연제구 연안로 18 (연산동),부산광역시 연제구 연산동 458번지 33호  ,051 -759 -7610
압구정봉구비어,"부산광역시 연제구 시청로32번길 10 (연산동,(1층))",부산광역시 연제구 연산동 1503번지 28호 (1층) ,051 -852 -0727
마찌,"부산광역시 연제구 고분로13번길 5-7 (연산동,(1층))",부산광역시 연제구 연산동 730번지 13호 (1층) ,051 -862 -2042
소문난양곱창,부산광역시 연제구 반송로 62-18 (연산동),부산광역시 연제구 연산동 589번지 25호  ,051 -868 -8882
다미,부산광역시 연제구 과정로 200-1 (연산동),부산광역시 연제구 연산동 401번지 25호  ,051 -751 -0379
석정,부산광역시 연제구 연제로42번길 39 (연산동),부산광역시 연제구 연산동 1445번지 2호  ,051 -853 -1245
메로다찌,"부산광역시 연제구 월드컵대로 164 (연산동,(1층))",부산광역시 연제구 연산동 1127번지 13호 (1층) ,
한창경양식,"부산광역시 연제구 고분로13번길 25, B동 101호 (연산동,연산쌍용아파트)",부산광역시 연제구 연산동 603번지 7호 연산쌍용아파트 B동 101호, 051- 863-0073
향천카가와,"부산광역시 연제구 법원로32번길 15, 102호 (거제동,휘강빌딩)",부산광역시 연제구 거제동 1488번지 6호 휘강빌딩 102호,051 -505 -4605
블루노트,부산광역시 연제구 고분로 25 (연산동),부산광역시 연제구 연산동 631번지 8호  ,051 -867 -3336
성화루,부산광역시 연제구 거제시장로 39-2 (거제동),부산광역시 연제구 거제동 585번지 4호  ,
서민통닭,부산광역시 연제구 과정로327번길 17 (연산동),부산광역시 연제구 연산동 317번지 2호  ,051 -868 -9240
단물곤물,부산광역시 연제구 법원북로 77-2 (거제동),부산광역시 연제구 거제동 386번지 29호  ,051 -507 -1501
OK(오케이)도매횟집,<REPLACE>,부산광역시 연제구 연산동 57번지 6호 외 2 ,051 -754 -7953
할매돼지국밥,부산광역시 연제구 안연로 8 (연산동),부산광역시 연제구 연산동 399번지 1호  ,051 -758 -2818
푸다기,부산광역시 연제구 고분로 244 (연산동),부산광역시 연제구 연산동 482번지 2호  ,051 -759 -3483
참바다 산곰장어 장어,부산광역시 연제구 고분로 34 (연산동),부산광역시 연제구 연산동 635번지 17호  ,
건강한 밥집,부산광역시 연제구 거제천로118번길 9 (연산동),부산광역시 연제구 연산동 1479번지 20호  ,051 -809 -8864
레드걸,부산광역시 연제구 고분로13번길 51 (연산동),부산광역시 연제구 연산동 590번지 14호  ,
팔도오돌뼈,부산광역시 연제구 고분로13번길 51 (연산동),부산광역시 연제구 연산동 590번지 14호  ,
개미집,부산광역시 연제구 법원로16번길 24 (거제동),부산광역시 연제구 거제동 1495번지 3호  ,051 -503 -5944
덕기시골밥상,부산광역시 연제구 고분로13번길 47-2 (연산동),부산광역시 연제구 연산동 590번지 61호  ,051 -865 -3832
홍천땡초불닭,부산광역시 연제구 과정로 82-1 (연산동),부산광역시 연제구 연산동 2235번지 2호  ,
치피떡 & 혁명닭발,부산광역시 연제구 토곡남로 9 (연산동),부산광역시 연제구 연산동 57번지 51호  ,051 -756 -2760
인생이야기 술집,"부산광역시 연제구 반송로 22 (연산동,(10,11,12,14,15,16,19,20,23,24,27,28,31,32호))","부산광역시 연제구 연산동 603번지 6호 (10,11,12,14,15,16,19,20,23,24,27,28,31,32호) ",
